,name,count,phonetics,meta1,soundex
642,Airabella,11,ARABAL,ARPL,A614
643,Airam,446,ARAN,ARM,A650
644,Aireana,5,ARAN,ARN,A650
645,Aireanna,10,ARAN,ARN,A650
646,Airi,19,AR,AR,A600
647,Airiana,58,ARAN,ARN,A650
648,Airianna,25,ARAN,ARN,A650
649,Airiel,5,ARAL,ARL,A640
650,Airlie,18,ARLY,ARL,A640
651,Airrion,5,ARAN,ARN,A650
652,Airyana,11,ARAN,ARN,A650
653,Aisa,6,AS,AS,A200
654,Aisatou,10,ASAT,AST,A230
655,Aisea,5,AS,AS,A200
656,Aisha,18059,AS,AX,A200
657,Aishah,150,AS,AX,A200
658,Aishani,62,ASAN,AXN,A250
659,Aishia,20,AS,AX,A200
660,Aishwarya,231,ASWAR,AXR,A260
661,Aisley,133,ASLY,AL,A240
662,Aislin,234,ASLAN,ALN,A245
663,Aisling,423,ASLANG,ALNK,A245
664,Aislinn,1607,ASLAN,ALN,A245
665,Aislyn,366,ASLAN,ALN,A245
666,Aislynn,521,ASLAN,ALN,A245
667,Aissa,142,AS,AS,A200
668,Aissata,140,ASAT,AST,A230
669,Aissatou,290,ASAT,AST,A230
670,Aitan,5,ATAN,ATN,A350
671,Aitana,351,ATAN,ATN,A350
672,Aithan,17,ATAN,A0N,A350
673,Aiva,67,AV,AF,A100
674,Aivah,5,AV,AF,A100
675,Aiven,11,AVAN,AFN,A150
676,Aivy,5,AVY,AF,A100
677,Aixa,331,AX,AKS,A200
678,Aiyana,6004,AYAN,AN,A500
679,Aiyanah,24,AYAN,AN,A500
680,Aiyanna,2321,AYAN,AN,A500
681,Aiyden,138,AYDAN,ATN,A350
682,Aiyla,10,AYL,AL,A400
683,Aiysha,25,AYS,AX,A200
684,Aiza,396,AS,AS,A200
685,Aizah,82,AS,AS,A200
686,Aizen,159,ASAN,ASN,A250
687,Aizik,21,ASAC,ASK,A200
688,Aizlynn,12,ASLAN,ASLN,A245
689,Aizza,5,AS,AS,A200
690,Aj,435,AJ,AJ,A200
691,Aja,5644,AJ,AJ,A200
692,Ajah,342,AJ,AJ,A200
693,Ajahni,5,AJAN,AJN,A250
694,Ajai,6,AJ,AJ,A200
695,Ajanae,189,AJAN,AJN,A250
696,Ajane,5,AJAN,AJN,A250
697,Ajanee,8,AJANY,AJN,A250
698,Ajani,796,AJAN,AJN,A250
699,Ajay,1961,AJY,AJ,A200
700,Ajayla,10,AJYL,AJL,A240
701,Ajaysia,10,AJYS,AJS,A200
702,Ajdin,21,AJDAN,AJTN,A235
703,Ajee,194,AJY,AJ,A200
704,Ajeet,6,AJAT,AJT,A230
705,Ajena,5,AJAN,AJN,A250
706,Ajia,49,AJ,AJ,A200
707,Ajit,12,AJAT,AJT,A230
708,Ajla,138,AJL,AL,A240
709,Ajooni,11,AJAN,AJN,A250
710,Akaash,6,ACAS,AKX,A200
711,Akai,33,AC,AK,A200
712,Akane,15,ACAN,AKN,A250
713,Akanksha,7,ACANCS,AKNK,A252
714,Akansha,5,ACANS,AKNX,A252
715,Akari,65,ACAR,AKR,A260
716,Akash,1034,ACAS,AKX,A200
717,Akasha,242,ACAS,AKX,A200
718,Akayla,391,ACYL,AKL,A240
719,Akaylah,5,ACYL,AKL,A240
720,Akaysha,5,ACYS,AKX,A200
721,Akbar,24,ACBAR,AKPR,A216
722,Akeel,5,ACAL,AKL,A240
723,Akeela,8,ACAL,AKL,A240
724,Akeelah,850,ACAL,AKL,A240
725,Akeem,4284,ACAN,AKM,A250
726,Akeema,6,ACAN,AKM,A250
727,Akeen,10,ACAN,AKN,A250
728,Akeiba,26,ACAB,AKP,A210
729,Akeisha,5,ACAS,AKX,A200
730,Akela,22,ACAL,AKL,A240
731,Akemi,192,ACAN,AKM,A250
732,Akeria,27,ACAR,AKR,A260
733,Akhil,744,ACAL,AKL,A240
734,Akhila,5,ACAL,AKL,A240
735,Akia,272,AC,AK,A200
736,Akiba,7,ACAB,AKP,A210
737,Akie,5,ACY,AK,A200
738,Akiem,5,ACAN,AKM,A250
739,Akiko,243,ACAC,AKK,A200
740,Akil,588,ACAL,AKL,A240
741,Akila,37,ACAL,AKL,A240
742,Akilah,1264,ACAL,AKL,A240
743,Akili,48,ACAL,AKL,A240
744,Akim,86,ACAN,AKM,A250
745,Akin,16,ACAN,AKN,A250
746,Akina,31,ACAN,AKN,A250
747,Akio,33,AC,AK,A200
748,Akira,4849,ACAR,AKR,A260
749,Akirah,21,ACAR,AKR,A260
750,Akisha,23,ACAS,AKX,A200
751,Akiva,1101,ACAV,AKF,A210
752,Akiyah,5,ACY,AK,A200
753,Akoni,19,ACAN,AKN,A250
754,Akosua,9,ACAS,AKS,A200
755,Akram,133,ACRAN,AKRM,A265
756,Aksel,413,ACSAL,AKSL,A240
757,Akshaj,164,ACSAJ,AKXJ,A200
758,Akshar,45,ACSAR,AKXR,A260
759,Akshara,541,ACSAR,AKXR,A260
760,Akshat,54,ACSAT,AKXT,A230
761,Akshath,11,ACSATH,AKX0,A230
762,Akshay,709,ACSY,AKX,A200
763,Akshaya,79,ACSY,AKX,A200
764,Akshita,41,ACSAT,AKXT,A230
765,Akua,65,AC,AK,A200
766,Akul,12,ACAL,AKL,A240
767,Akyra,38,ACAR,AKR,A260
768,Al,11630,AL,AL,A400
769,Alaa,308,AL,AL,A400
770,Alabama,18,ALABAN,ALPM,A415
771,Alacia,23,ALAC,ALK,A420
772,Aladdin,5,ALADAN,ALTN,A435
773,Alahia,12,AL,ALH,A400
774,Alahna,130,ALAN,ALN,A450
775,Alahni,21,ALAN,ALN,A450
776,Alaia,479,AL,AL,A400
777,Alaija,5,ALAJ,ALJ,A420
778,Alaijah,49,ALAJ,ALJ,A420
779,Alaila,5,ALAL,ALL,A400
780,Alain,2053,ALAN,ALN,A450
781,Alaina,33358,ALAN,ALN,A450
782,Alainah,29,ALAN,ALN,A450
783,Alaine,42,ALAN,ALN,A450
784,Alainna,6,ALAN,ALN,A450
785,Alaisha,26,ALAS,ALX,A420
786,Alaiya,53,ALAY,AL,A400
787,Alaiyah,175,ALAY,AL,A400
788,Alaiza,16,ALAS,ALS,A420
789,Alajah,75,ALAJ,ALJ,A420
790,Alakai,57,ALAC,ALK,A420
791,Alam,15,ALAN,ALM,A450
792,Alamar,5,ALANAR,ALMR,A456
793,Alan,339444,ALAN,ALN,A450
794,Alana,49306,ALAN,ALN,A450
795,Alanah,1835,ALAN,ALN,A450
796,Alanda,6,ALAND,ALNT,A453
797,Alandra,66,ALANDR,ALNT,A453
798,Alandria,20,ALANDR,ALNT,A453
799,Alane,403,ALAN,ALN,A450
800,Alani,4592,ALAN,ALN,A450
801,Alania,17,ALAN,ALN,A450
802,Alanie,141,ALANY,ALN,A450
803,Alanis,1469,ALAN,ALNS,A452
804,Alanmichael,11,ALANACAL,ALNM,A452
805,Alanna,17087,ALAN,ALN,A450
806,Alannah,3671,ALAN,ALN,A450
807,Alanni,38,ALAN,ALN,A450
808,Alannis,5,ALAN,ALNS,A452
809,Alante,112,ALANT,ALNT,A453
810,Alany,95,ALANY,ALN,A450
811,Alanys,33,ALANY,ALNS,A452
812,Alanzo,35,ALANS,ALNS,A452
813,Alara,63,ALAR,ALR,A460
814,Alaric,370,ALARAC,ALRK,A462
815,Alasdair,13,ALASDAR,ALST,A423
816,Alasia,541,ALAS,ALS,A420
817,Alaska,29,ALASC,ALSK,A420
818,Alassane,5,ALASAN,ALSN,A425
819,Alastair,46,ALASTAR,ALST,A423
820,Alauna,48,ALAN,ALN,A450
821,Alaura,267,ALAR,ALR,A460
822,Alaya,2846,ALY,AL,A400
823,Alayah,3365,ALY,AL,A400
824,Alaycia,14,ALYC,ALK,A420
825,Alayia,5,ALY,AL,A400
826,Alayiah,32,ALY,AL,A400
827,Alayja,28,ALYJ,ALJ,A420
828,Alayjah,95,ALYJ,ALJ,A420
829,Alayla,303,ALYL,ALL,A400
830,Alaylah,5,ALYL,ALL,A400
831,Alayna,21724,ALYN,ALN,A450
832,Alaynah,120,ALYN,ALN,A450
833,Alayne,77,ALYN,ALN,A450
834,Alaynna,58,ALYN,ALN,A450
835,Alaysha,474,ALYS,ALX,A420
836,Alayshia,35,ALYS,ALX,A420
837,Alaysia,3009,ALYS,ALS,A420
838,Alayssa,6,ALYS,ALS,A420
839,Alayza,28,ALYS,ALS,A420
840,Alayzia,5,ALYS,ALS,A420
841,Alazae,109,ALAS,ALS,A420
842,Alazay,103,ALASY,ALS,A420
843,Alazne,10,ALASN,ALSN,A425
844,Alba,3212,ALB,ALP,A410
845,Alban,59,ALBAN,ALPN,A415
846,Albana,11,ALBAN,ALPN,A415
847,Albany,20,ALBANY,ALPN,A415
848,Albaro,224,ALBAR,ALPR,A416
849,Albeiro,10,ALBAR,ALPR,A416
850,Alben,22,ALBAN,ALPN,A415
851,Albena,10,ALBAN,ALPN,A415
852,Alberdia,5,ALBARD,ALPR,A416
853,Albert,441546,ALBAD,ALPR,A416
854,Alberta,58118,ALBART,ALPR,A416
855,Albertha,3279,ALBART,ALPR,A416
856,Albertia,10,ALBART,ALPR,A416
857,Albertina,161,ALBARTAN,ALPR,A416
858,Albertine,391,ALBARTAN,ALPR,A416
859,Alberto,55664,ALBART,ALPR,A416
860,Albertus,32,ALBART,ALPR,A416
861,Albesa,5,ALBAS,ALPS,A412
862,Albi,6,ALB,ALP,A410
863,Albie,10,ALBY,ALP,A410
864,Albieri,5,ALBAR,ALPR,A416
865,Albiery,5,ALBARY,ALPR,A416
866,Albin,1789,ALBAN,ALPN,A415
867,Albina,2402,ALBAN,ALPN,A415
868,Albino,684,ALBAN,ALPN,A415
869,Albion,34,ALBAN,ALPN,A415
870,Albirda,5,ALBARD,ALPR,A416
871,Albirta,17,ALBART,ALPR,A416
872,Alcario,16,ALCAR,ALKR,A426
873,Alcee,105,ALCY,ALK,A420
874,Alcide,385,ALCAD,ALKT,A423
875,Alcides,56,ALCAD,ALKT,A423
876,Alcie,10,ALCY,ALK,A420
877,Alcuin,27,ALCAN,ALKN,A425
878,Alda,1561,ALD,ALT,A430
879,Aldah,5,ALD,ALT,A430
880,Aldahir,30,ALDAR,ALTH,A436
881,Aldair,648,ALDAR,ALTR,A436
882,Aldea,23,ALD,ALT,A430
883,Aldean,17,ALDAN,ALTN,A435
884,Alden,7834,ALDAN,ALTN,A435
885,Aldena,6,ALDAN,ALTN,A435
886,Aldene,6,ALDAN,ALTN,A435
887,Alder,66,ALDAR,ALTR,A436
888,Alderic,6,ALDARAC,ALTR,A436
889,Aldin,81,ALDAN,ALTN,A435
890,Aldina,48,ALDAN,ALTN,A435
891,Aldine,118,ALDAN,ALTN,A435
892,Aldo,12288,ALD,ALT,A430
893,Aldon,37,ALDAN,ALTN,A435
894,Aldona,489,ALDAN,ALTN,A435
895,Aldonia,18,ALDAN,ALTN,A435
896,Aldor,5,ALDAR,ALTR,A436
897,Aldric,5,ALDRAC,ALTR,A436
898,Aldrich,17,ALDRACH,ALTR,A436
899,Aldrin,96,ALDRAN,ALTR,A436
900,Alea,1391,AL,AL,A400
901,Aleah,9995,AL,AL,A400
902,Aleaha,28,AL,ALH,A400
903,Alean,138,ALAN,ALN,A450
904,Aleana,67,ALAN,ALN,A450
905,Aleanna,5,ALAN,ALN,A450
906,Alease,845,ALAS,ALS,A420
907,Aleasha,57,ALAS,ALX,A420
908,Alec,46732,ALAC,ALK,A420
909,Alecia,8217,ALAC,ALK,A420
910,Aleck,76,ALAC,ALK,A420
911,Alecsander,20,ALACSANDAR,ALKN,A425
912,Alecxis,6,ALACX,ALKS,A420
913,Aleczander,189,ALACSANDAR,ALSN,A425
914,Aleda,10,ALAD,ALT,A430
915,Aleea,16,AL,AL,A400
916,Aleeah,551,AL,AL,A400
917,Aleece,23,ALAC,ALK,A420
918,Aleecia,25,ALAC,ALK,A420
919,Aleem,59,ALAN,ALM,A450
920,Aleen,360,ALAN,ALN,A450
921,Aleena,6228,ALAN,ALN,A450
922,Aleenah,90,ALAN,ALN,A450
923,Aleene,94,ALAN,ALN,A450
924,Aleesa,56,ALAS,ALS,A420
925,Aleesha,415,ALAS,ALX,A420
926,Aleeya,204,ALAY,AL,A400
927,Aleeyah,294,ALAY,AL,A400
928,Aleeza,389,ALAS,ALS,A420
929,Alegandra,47,ALAGANDR,ALKN,A425
930,Alegandro,144,ALAGANDR,ALKN,A425
931,Alegra,28,ALAGR,ALKR,A426
932,Alegria,14,ALAGR,ALKR,A426
933,Aleia,139,AL,AL,A400
934,Aleiah,32,AL,AL,A400
935,Aleida,689,ALAD,ALT,A430
936,Aleigh,15,ALAGH,AL,A420
937,Aleigha,2451,ALAG,AL,A420
938,Aleina,87,ALAN,ALN,A450
939,Aleisha,796,ALAS,ALX,A420
940,Aleister,6,ALASTAR,ALST,A423
941,Aleiya,5,ALAY,AL,A400
942,Aleiyah,39,ALAY,AL,A400
943,Aleiza,7,ALAS,ALS,A420
944,Aleja,5,ALAJ,ALJ,A420
945,Alejah,5,ALAJ,ALJ,A420
946,Alejando,5,ALAJAND,ALJN,A425
947,Alejandr,6,ALAJANDR,ALJN,A425
948,Alejandra,47013,ALAJANDR,ALJN,A425
949,Alejandrina,669,ALAJANDRAN,ALJN,A425
950,Alejandro,125426,ALAJANDR,ALJN,A425
951,Alejo,187,ALAJ,ALJ,A420
952,Alejos,69,ALAJ,ALJS,A420
953,Alek,1852,ALAC,ALK,A420
954,Alekhya,10,ALACH,ALK,A420
955,Aleks,63,ALAC,ALKS,A420
956,Aleksa,46,ALACS,ALKS,A420
957,Aleksandar,323,ALACSANDAR,ALKS,A425
958,Aleksander,1528,ALACSANDAR,ALKS,A425
959,Aleksandr,300,ALACSANDR,ALKS,A425
960,Aleksandra,1364,ALACSANDR,ALKS,A425
961,Aleksei,30,ALACS,ALKS,A420
962,Aleksey,51,ALACSY,ALKS,A420
963,Aleksia,5,ALACS,ALKS,A420
964,Alekxander,5,ALACXANDAR,ALKK,A425
965,Alekzander,235,ALACSANDAR,ALKS,A425
966,Aleli,11,ALAL,ALL,A400
967,Alen,565,ALAN,ALN,A450
968,Alena,8472,ALAN,ALN,A450
969,Alene,4968,ALAN,ALN,A450
970,Alenna,39,ALAN,ALN,A450
971,Alesa,17,ALAS,ALS,A420
972,Alesana,12,ALASAN,ALSN,A425
973,Alesandra,179,ALASANDR,ALSN,A425
974,Alesandro,34,ALASANDR,ALSN,A425
975,Alese,6,ALAS,ALS,A420
976,Alesha,4870,ALAS,ALX,A420
977,Aleshia,1001,ALAS,ALX,A420
978,Alesia,4436,ALAS,ALS,A420
979,Alessa,701,ALAS,ALS,A420
980,Alessand,5,ALASAD,ALSN,A425
981,Alessandra,14307,ALASANDR,ALSN,A425
982,Alessandria,5,ALASANDR,ALSN,A425
983,Alessandro,5713,ALASANDR,ALSN,A425
984,Alessia,1896,ALAS,ALS,A420
985,Alessio,315,ALAS,ALS,A420
986,Aleta,2510,ALAT,ALT,A430
987,Aletha,2221,ALAT,AL0,A430
988,Alethea,1276,ALAT,AL0,A430
989,Aletheia,49,ALAT,AL0,A430
990,Alethia,434,ALAT,AL0,A430
991,Aletta,36,ALAT,ALT,A430
992,Alex,263502,ALAC,ALKS,A420
993,Alexa,111959,ALAX,ALKS,A420
994,Alexah,68,ALAX,ALKS,A420
995,Alexandar,11,ALAXANDAR,ALKS,A425
996,Alexande,299,ALAXAND,ALKS,A425
997,Alexander,629009,ALAXANDAR,ALKS,A425
998,Alexandera,6,ALAXANDAR,ALKS,A425
999,Alexanderia,37,ALAXANDAR,ALKS,A425
1000,Alexanderjames,5,ALAXANDARJAN,ALKS,A425
1001,Alexandr,323,ALAXANDR,ALKS,A425
1002,Alexandra,223516,ALAXANDR,ALKS,A425
1003,Alexandre,2740,ALAXANDR,ALKS,A425
1004,Alexandrea,6328,ALAXANDR,ALKS,A425
1005,Alexandria,92271,ALAXANDR,ALKS,A425
1006,Alexandrina,20,ALAXANDRAN,ALKS,A425
1007,Alexandro,4632,ALAXANDR,ALKS,A425
1008,Alexandros,430,ALAXANDR,ALKS,A425
1009,Alexandru,53,ALAXANDR,ALKS,A425
1010,Alexandrya,11,ALAXANDR,ALKS,A425
1011,Alexas,93,ALAX,ALKS,A420
1012,Alexavier,1008,ALAXAVAR,ALKS,A421
1013,Alexcia,396,ALAXC,ALKS,A420
1014,Alexcis,10,ALAXC,ALKS,A420
1015,Alexei,241,ALAX,ALKS,A420
1016,Alexes,140,ALAX,ALKS,A420
1017,Alexey,49,ALAXY,ALKS,A420
1018,Alexi,2499,ALAX,ALKS,A420
1019,Alexia,39319,ALAX,ALKS,A420
1020,Alexiah,67,ALAX,ALKS,A420
1021,Alexiana,17,ALAXAN,ALKS,A425
1022,Alexie,460,ALACY,ALKS,A420
1023,Alexina,5,ALAXAN,ALKS,A425
1024,Alexio,6,ALAX,ALKS,A420
1025,Alexis,388458,ALAX,ALKS,A420
1026,Alexiss,103,ALAX,ALKS,A420
1027,Alexius,551,ALAX,ALKS,A420
1028,Alexiz,80,ALAX,ALKS,A420
1029,Alexsa,120,ALAXS,ALKS,A420
1030,Alexsander,378,ALAXSANDAR,ALKS,A425
1031,Alexsandra,1181,ALAXSANDR,ALKS,A425
1032,Alexsandro,43,ALAXSANDR,ALKS,A425
1033,Alexsia,22,ALAXS,ALKS,A420
1034,Alexsis,342,ALAXS,ALKS,A420
1035,Alexssa,5,ALAXS,ALKS,A420
1036,Alexsys,5,ALAXSY,ALKS,A420
1037,Alexus,17282,ALAX,ALKS,A420
1038,Alexx,26,ALAX,ALKS,A420
1039,Alexxa,212,ALAX,ALKS,A420
1040,Alexxia,6,ALAX,ALKS,A420
1041,Alexxis,332,ALAX,ALKS,A420
1042,Alexxus,45,ALAX,ALKS,A420
1043,Alexy,39,ALAXY,ALKS,A420
1044,Alexya,65,ALAX,ALKS,A420
1045,Alexys,2537,ALAXY,ALKS,A420
1046,Alexyss,70,ALAXY,ALKS,A420
1047,Alexza,42,ALAXS,ALKS,A420
1048,Alexzander,4422,ALAXSANDAR,ALKS,A425
1049,Alexzandra,353,ALAXSANDR,ALKS,A425
1050,Alexzandrea,11,ALAXSANDR,ALKS,A425
1051,Alexzandria,479,ALAXSANDR,ALKS,A425
1052,Aleya,288,ALY,AL,A400
1053,Aleyah,682,ALY,AL,A400
1054,Aleyda,565,ALYD,ALT,A430
1055,Aleyna,572,ALYN,ALN,A450
1056,Aleysha,17,ALYS,ALX,A420
1057,Aleyssa,7,ALYS,ALS,A420
1058,Aleyza,48,ALYS,ALS,A420
1059,Alezander,5,ALASANDAR,ALSN,A425
1060,Alezandra,6,ALASANDR,ALSN,A425
1061,Alezay,10,ALASY,ALS,A420
1062,Alf,110,ALF,ALF,A410
1063,Alfa,6,ALF,ALF,A410
1064,Alferd,11,ALFAD,ALFR,A416
1065,Alfie,99,ALFY,ALF,A410
1066,Alfio,10,ALF,ALF,A410
1067,Alfons,56,ALFAN,ALFN,A415
1068,Alfonse,557,ALFANS,ALFN,A415
1069,Alfonsina,5,ALFANSAN,ALFN,A415
1070,Alfonso,34248,ALFANS,ALFN,A415
1071,Alfonza,642,ALFANS,ALFN,A415
1072,Alfonzo,2053,ALFANS,ALFN,A415
1073,Alford,1864,ALFAD,ALFR,A416
1074,Alfred,222014,ALFRAD,ALFR,A416
1075,Alfreda,7452,ALFRAD,ALFR,A416
1076,Alfredia,219,ALFRAD,ALFR,A416
1077,Alfredo,49755,ALFRAD,ALFR,A416
1078,Alfreida,5,ALFRAD,ALFR,A416
1079,Alfretta,10,ALFRAT,ALFR,A416
1080,Alfrieda,43,ALFRAD,ALFR,A416
1081,Algenis,42,ALGAN,ALJN,A425
1082,Alger,134,ALGAR,ALKR,A426
1083,Algerd,5,ALGAD,ALKR,A426
1084,Algernon,43,ALGARNAN,ALKR,A426
1085,Algia,5,ALG,ALJ,A420
1086,Algie,153,ALGY,ALJ,A420
1087,Algot,6,ALGAT,ALKT,A423
1088,Alhaji,5,ALAJ,ALJ,A420
1089,Ali,28360,AL,AL,A400
1090,Alia,6688,AL,AL,A400
1091,Aliah,2192,AL,AL,A400
1092,Alian,5,ALAN,ALN,A450
1093,Aliana,3687,ALAN,ALN,A450
1094,Alianah,11,ALAN,ALN,A450
1095,Alianna,1667,ALAN,ALN,A450
1096,Aliannah,133,ALAN,ALN,A450
1097,Alianny,15,ALANY,ALN,A450
1098,Alias,46,AL,ALS,A420
1099,Alica,73,ALAC,ALK,A420
1100,Alice,474278,ALAC,ALK,A420
1101,Alicea,81,ALAC,ALK,A420
1102,Alicen,36,ALACAN,ALKN,A425
1103,Alicha,5,ALAC,ALX,A420
1104,Alicia,220258,ALAC,ALK,A420
1105,Aliciana,11,ALACAN,ALKN,A425
1106,Alicja,82,ALACJ,ALK,A420
1107,Alida,930,ALAD,ALT,A430
1108,Alie,5,ALY,AL,A400
1109,Aliea,5,AL,AL,A400
1110,Aliena,5,ALAN,ALN,A450
1111,Aliene,30,ALAN,ALN,A450
1112,Aliesha,21,ALAS,ALX,A420
1113,Alif,10,ALAF,ALF,A410
1114,Aliha,10,AL,ALH,A400
1115,Alii,5,AL,AL,A400
1116,Alijah,6939,ALAJ,ALJ,A420
1117,Alik,11,ALAC,ALK,A420
1118,Alika,412,ALAC,ALK,A420
1119,Alim,32,ALAN,ALM,A450
1120,Alima,23,ALAN,ALM,A450
1121,Alin,83,ALAN,ALN,A450
1122,Alina,23756,ALAN,ALN,A450
1123,Alinah,164,ALAN,ALN,A450
1124,Alinda,10,ALAND,ALNT,A453
1125,Aline,8886,ALAN,ALN,A450
1126,Alinna,115,ALAN,ALN,A450
1127,Aliou,29,AL,AL,A400
1128,Alique,5,ALAG,ALK,A420
1129,Alireza,27,ALARAS,ALRS,A462
1130,Alis,17,AL,ALS,A420
1131,Alisa,30168,ALAS,ALS,A420
1132,Alisande,6,ALASAND,ALSN,A425
1133,Alisandra,31,ALASANDR,ALSN,A425
1134,Alise,828,ALAS,ALS,A420
1135,Alisha,52999,ALAS,ALX,A420
1136,Alishba,130,ALASB,ALXP,A421
1137,Alisher,5,ALASAR,ALXR,A426
1138,Alishia,854,ALAS,ALX,A420
1139,Alisi,6,ALAS,ALS,A420
1140,Alisia,1345,ALAS,ALS,A420
1141,Alison,107246,ALASAN,ALSN,A425
1142,Alissa,34745,ALAS,ALS,A420
1143,Alissandra,33,ALASANDR,ALSN,A425
1144,Alissia,42,ALAS,ALS,A420
1145,Alisson,2654,ALASAN,ALSN,A425
1146,Alistair,609,ALASTAR,ALST,A423
1147,Alister,105,ALASTAR,ALST,A423
1148,Alisyn,27,ALASAN,ALSN,A425
1149,Alita,67,ALAT,ALT,A430
1150,Alitza,85,ALATS,ALTS,A432
1151,Alitzel,109,ALATSAL,ALTS,A432
1152,Alivea,11,ALAV,ALF,A410
1153,Alivia,22579,ALAV,ALF,A410
1154,Aliviah,127,ALAV,ALF,A410
1155,Alix,1265,ALAC,ALKS,A420
1156,Alixandra,132,ALAXANDR,ALKS,A425
1157,Alixandria,26,ALAXANDR,ALKS,A425
1158,Aliya,6393,ALY,AL,A400
1159,Aliyaah,5,ALY,AL,A400
1160,Aliyah,32694,ALY,AL,A400
1161,Aliyana,698,ALYAN,ALN,A450
1162,Aliyanah,6,ALYAN,ALN,A450
1163,Aliyanna,94,ALYAN,ALN,A450
1164,Aliyyah,18,ALY,AL,A400
1165,Aliz,10,AL,ALS,A420
1166,Aliza,5664,ALAS,ALS,A420
1167,Alizabeth,284,ALASABATH,ALSP,A421
1168,Alizae,438,ALAS,ALS,A420
1169,Alizah,219,ALAS,ALS,A420
1170,Alizay,347,ALASY,ALS,A420
1171,Alize,3773,ALAS,ALS,A420
1172,Alizea,24,ALAS,ALS,A420
1173,Alizee,115,ALASY,ALS,A420
1174,Alizey,11,ALASY,ALS,A420
1175,Alizon,113,ALASAN,ALSN,A425
1176,Aljandro,5,ALJANDR,ALNT,A425
1177,Aljaquan,6,ALJAGAN,ALKN,A425
1178,Alka,42,ALC,ALK,A420
1179,Alkeria,5,ALCAR,ALKR,A426
1180,Alla,65,AL,AL,A400
1181,Allah,42,AL,AL,A400
1182,Allaina,5,ALAN,ALN,A450
1183,Allan,88834,ALAN,ALN,A450
1184,Allana,726,ALAN,ALN,A450
1185,Allanah,108,ALAN,ALN,A450
1186,Allante,163,ALANT,ALNT,A453
1187,Allard,5,ALAD,ALRT,A463
1188,Allayna,18,ALYN,ALN,A450
1189,Allean,328,ALAN,ALN,A450
1190,Allee,132,ALY,AL,A400
1191,Alleen,33,ALAN,ALN,A450
1192,Allegra,1707,ALAGR,ALKR,A426
1193,Alleigh,38,ALAGH,AL,A420
1194,Allen,257509,ALAN,ALN,A450
1195,Allena,132,ALAN,ALN,A450
1196,Allene,5232,ALAN,ALN,A450
1197,Allexa,5,ALAX,ALKS,A420
1198,Allexis,14,ALAX,ALKS,A420
1199,Allexus,15,ALAX,ALKS,A420
1200,Alley,118,ALY,AL,A400
1201,Alleyne,6,ALYN,ALN,A450
1202,Alli,1780,AL,AL,A400
1203,Allia,11,AL,AL,A400
1204,Alliah,34,AL,AL,A400
1205,Alliana,71,ALAN,ALN,A450
1206,Allianna,5,ALAN,ALN,A450
1207,Allie,36691,ALY,AL,A400
1208,Allina,21,ALAN,ALN,A450
1209,Alline,575,ALAN,ALN,A450
1210,Allisa,119,ALAS,ALS,A420
1211,Allisen,7,ALASAN,ALSN,A425
1212,Allisha,57,ALAS,ALX,A420
1213,Allison,284955,ALASAN,ALSN,A425
1214,Allissa,626,ALAS,ALS,A420
1215,Allisson,1798,ALASAN,ALSN,A425
1216,Allister,21,ALASTAR,ALST,A423
1217,Allisyn,67,ALASAN,ALSN,A425
1218,Alliyah,1571,ALY,AL,A400
1219,Allizon,54,ALASAN,ALSN,A425
1220,Allura,33,ALAR,ALR,A460
1221,Allure,28,ALAR,ALR,A460
1222,Ally,7369,ALY,AL,A400
1223,Allyana,30,ALAN,ALN,A450
1224,Allyanna,11,ALAN,ALN,A450
1225,Allyce,32,ALAC,ALK,A420
1226,Allycia,5,ALAC,ALK,A420
1227,Allyn,783,ALAN,ALN,A450
1228,Allyna,11,ALAN,ALN,A450
1229,Allyne,32,ALAN,ALN,A450
1230,Allysa,1052,ALAS,ALS,A420
1231,Allyse,61,ALAS,ALS,A420
1232,Allysen,38,ALASAN,ALSN,A425
1233,Allysha,32,ALAS,ALX,A420
1234,Allysia,15,ALAS,ALS,A420
1235,Allyson,46786,ALASAN,ALSN,A425
1236,Allyssa,4605,ALAS,ALS,A420
1237,Allysson,113,ALASAN,ALSN,A425
1238,Allyzon,10,ALASAN,ALSN,A425
1239,Alma,125148,ALN,ALM,A450
1240,Almadelia,62,ALNADAL,ALMT,A453
1241,Almalik,11,ALNALAC,ALML,A454
1242,Almarie,10,ALNARY,ALMR,A456
1243,Almarosa,52,ALNARAS,ALMR,A456
1244,Almeda,1306,ALNAD,ALMT,A453
1245,Almena,27,ALNAN,ALMN,A450
1246,Almendra,11,ALNANDR,ALMN,A453
1247,Almer,24,ALNAR,ALMR,A456
1248,Almerinda,5,ALNARAND,ALMR,A456
1249,Almeta,690,ALNAT,ALMT,A453
1250,Almeter,6,ALNATAR,ALMT,A453
1251,Almetta,28,ALNAT,ALMT,A453
1252,Almir,5,ALNAR,ALMR,A456
1253,Almira,32,ALNAR,ALMR,A456
1254,Almon,69,ALNAN,ALMN,A450
1255,Almond,11,ALNAD,ALMN,A453
1256,Alnisa,205,ALNAS,ALNS,A452
1257,Aloha,33,AL,ALH,A400
1258,Alohilani,6,ALALAN,ALHL,A450
1259,Alois,1137,AL,AL,A420
1260,Aloma,156,ALAN,ALM,A450
1261,Alon,212,ALAN,ALN,A450
1262,Alona,682,ALAN,ALN,A450
1263,Alonda,60,ALAND,ALNT,A453
